Unnamed: 0,Tronc,Unnamed: 2,charpant,Unnamed: 4,1er ss charpante,Unnamed: 6,2ème ss charpante,Unnamed: 8,3ème ss charpante,Unnamed: 10,4ème ss charpante,Unnamed: 12,Rameaux,Unnamed: 14,Unnamed: 15,Fruit 1,Unnamed: 17,Fruit 2,Unnamed: 19,Fruit 3,Unnamed: 21,Fruit 4,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,5ème ss charpante,Unnamed: 13,Unnamed: 16,Unnamed: 18,Unnamed: 20,Unnamed: 22,Fruit 5,Fruit 6,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Fruit 7,Fruit 8,Unnamed: 36,Unnamed: 37
,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Numero SS_ch,Niveau,Num_SC_mere,Point_insert,DIAM,long,long + Point_insert,,,,,,,,,,,,,,,,,,,,,,,
,64.5,,32.5,,,,,,,,,,R44,,5,146,,,,,,,,,,,,,44,0,34,32,,,,,,,24.5,64,,,,,1,215.5,32.5,32,247.5,,,,
,64.5,,32.5,,,,,,,,,,R45,,,,,,,,,,,,,,,,45,0,34,0,,,,,,,,,,,,,0,34,32.5,0,34,,,,
,64.5,,32.5,,36,,,,,,,,R46,,6,100,,138,,,,,,,,,,,46,1,34,75,32,,,,,,64,53.5,61,,,,15,109,36,32,141,,,,
,64.5,,32.5,,36,,,,,,,,R47,,9,180,,144,,,,,,,,,,,47,1,34,75,16.5,,,,,,90,64,142,,,,15,141,36,16.5,157.5,,,,
,64.5,,32.5,,,,,,,,,,R48,,9,148,,,,,,,,,,,,,48,0,34,18,,,,,,,78,65,,,,,1,109,32.5,18,127,,,,
,64.5,,32.5,,,,,,,,,,R49,,15,202,,184,,,,,,,,,,,49,0,34,14,,,,,,,59,74,69,,,,1,127,32.5,14,141,,,,
,64.5,,32.5,,,,,,,,,,R50,,9.5,158,,164,,234,,,,,,,,,50,0,34,7,,,,,,,93,61.5,62,61,,,1,141,32.5,7,148,,,,
,64.5,,32.5,,13,,,,,,,,R51,,7,126,,152,,,,,,,,,,,51,1,34,-27,12,,,,,,64,71,68,,,,15,121,13,12,133,,,,
,64.5,,32.5,,,,,,,,,,R52,,5.5,154,,,,,,,,,,,,,52,0,34,54,,,,,,,39,61,,,,,1,121,32.5,54,175,,,,
,64.5,,32.5,,45,,35,,,,,,R53,,6,154,,140,,,,,,,,,,,53,2,34,15,41,2.5,,,,,48,66,63,,,,53,177,35,2.5,179.5,,,,
,64.5,,32.5,,45,,35,,7,,,,R54,,10,186,,200,,174,,,,,,,,,54,3,34,15,41,0,7,,,,55,70,72,74,,,53,179.5,7,7,186.5,,,,
,64.5,,32.5,,45,,35,,,,,,R55,,8,252,,160,,84,,,,,,,,,55,2,34,15,41,0,,,,,84,78,62,48,,,53,179.5,35,0,179.5,,,,
,64.5,,32.5,,11,,,,,,,,R56,,7,192,,,,,,,,,,,,,56,1,34,38,5,,,,,,60,69,,,,,15,215,11,5,220,,,,
,64.5,,32.5,,15,,,,,,,,R57,,9.5,154,,148,,168,,,,,,,,,57,1,34,-3,4,,,,,,64,63,65.5,65,,,15,212,15,4,216,,,,
,64.5,,32.5,,48,,,,,,,,R58,,12.5,256,,23,,222,,180,,69,,,,,58,1,34,25,3,,,,,,105,78.5,75,77,,,15,209,48,3,212,,,,
,64.5,,32.5,,20,,,,,,,,R59,,5,186,,,,,,,,,,,,,59,1,34,0,11,,,,,,18,70,,,,,15,234,20,11,245,,,,
,64.5,,32.5,,20,,,,,,,,R60,,5,186,,,,,,,,,,,,,60,1,34,0,10,,,,,,20,69,,,,,15,245,20,10,255,,,,
,64.5,,32.5,,20,,,,,,,,R61,,5.5,184,,188,,,,,,,,,,,61,1,34,0,5.5,,,,,,37,69,69.5,,,,15,255,20,5.5,260.5,,,,
,64.5,,32.5,,20,,,,,,,,R62,,6,144,,,,,,,,,,,,,62,1,34,0,19,,,,,,28,72,,,,,15,260.5,20,19,279.5,,,,
,64.5,,32.5,,20,,,,,,,,R63,,9,216,,140,,,,,,,,,,,63,1,34,0,9,,,,,,34.5,63,63.5,,,,15,279.5,20,9,288.5,,,,
,64.5,,32.5,,20,,,,,,,,R64,,6,188,,178,,,,,,,,,,,64,1,34,0,60,,,,,,46,70,69,,,,15,288.5,20,60,348.5,,,,
,64.5,,32.5,,20,,21,,,,,,R65,,12,132,,184,,,,,,,,,,,65,2,34,0,52,2,,,,,45,60,70,,,,64,400.5,21,2,402.5,,,,
,64.5,,32.5,,20,,21,,,,,,R66,,7,,,,,,,,,,,,,,66,2,34,0,52,4,,,,,34,,,,,,64,402.5,21,4,406.5,,,,
,64.5,,32.5,,20,,21,,,,,,R67,,8,164,,164,,202,,148,,63,,,,,67,2,34,0,52,0,,,,,56,65,68,72,,,64,406.5,21,0,406.5,,,,
,64.5,,32.5,,16.5,,,,,,,,R68,,12,162,,162,,,,,,,,,,,68,1,34,39,5.5,,,,,,91.5,68,66.5,,,,15,248,16.5,5.5,253.5,,,,
,64.5,,32.5,,2.65,,22,,,,,,R69,,10.5,204,,178,,232,,,,,,,,,69,2,34,47,50,10,,,,,78,72,67.5,77,,,68,345,22,10,355,,,,
,64.5,,32.5,,2.65,,22,,,,,,R70,,7.5,188,,,,,,,,,,,,,70,2,34,47,50,14,,,,,39,68,,,,,68,355,22,14,369,,,,
,64.5,,32.5,,2.65,,22,,,,,,R71,,7.5,170,,174,,118,,,,,,,,,71,2,34,47,50,-18,,,,,47,76,66,60,,,68,369,22,-18,351,,,,
,64.5,,32.5,,8,,,,,,,,R72,,6,184,,108,,,,,,,,,,,72,1,34,-10,6.5,,,,,,65.5,56,52.5,,,,15,238,8,6.5,244.5,,,,
,64.5,,32.5,,63,,18,,,,,,R73,,9,156,,144,,,,,,,,,,,73,2,34,12,52,11,,,,,73,66,64,,,,72,302,18,11,313,,,,
,64.5,,32.5,,63,,18,,,,,,R74,,11,104,,138,,140,,138,,60,,,,,74,2,34,12,52,0,,,,,76,57,68,63,,,72,313,18,0,313,,,,
,64.5,,32.5,,63,,18,,,,,,R75,,8.5,142,,160,,,,,,,,,,,75,2,34,12,52,6.5,,,,,63,62,67,,,,72,313,18,6.5,319.5,,,,
,64.5,,32.5,,63,,18,,,,,,R76,,11.5,154,,166,,150,,156,,66,,,,,76,2,34,12,52,32,,,,,66,64,64.5,65,,,72,319.5,18,32,351.5,,,,
,64.5,,32.5,,63,,18,,,,,,R77,,24,178,,180,,,,154,,64.5,,,,,77,2,34,12,52,2,,,,,109,68,69,,,,72,351.5,18,2,353.5,,,,
,64.5,,32.5,,,,,,,,,,R78,,13,190,,154,,94,,,,,,,,,78,0,34,27,,,,,,,105,78.5,68.5,53,,,1,824,32.5,27,851,,,,
,64.5,,32.5,,34,,,,,,,,R79,,5.5,198,,,,,,,,,,,,,79,1,34,38,13,,,,,,21,74,,,,,15,889,34,13,902,,,,
,64.5,,32.5,,34,,,,,,,,R80,,9,186,,178,,110,,,,,,,,,80,1,34,38,6,,,,,,68,71,69,54,,,15,902,34,6,908,,,,
,64.5,,32.5,,34,,9.5,,,,,,R81,,7,140,,126,,108,,144,,55,,,,,81,2,34,38,6.5,5.5,,,,,47.5,64,64,65,,,80,914.5,9.5,5.5,920,,,,
,64.5,,32.5,,34,,9.5,,,,,,R82,,7,136,,,,,,,,,,,,,82,2,34,38,6.5,2,,,,,27,61.5,,,,,80,920,9.5,2,922,,,,
,64.5,,32.5,,34,,9.5,,14.5,,,,R83,,10,192,,194,,148,,,,,,,,,83,3,34,38,6.5,3,8,,,,78,71.5,73,66,,,82,925,14.5,8,933,,,,
,Diam,,Diam,,Diam,,Diam,,Diam,,,Long,N° ram,Diam,,Poids,,Poids,,Poids,,Poids,,Diam,Numero SS_ch,Niveau,Num_SC_mere,Point_insert,DIAM,long,Long,Long,Long,Long,Long,Diam,,,Diam,Diam,Diam,Diam,Poids,Poids,long + Point_insert,,,,,,,,
,59.5,,30,,17.5,,,,,,,74,R1,58.5,,114,,178,,80,,,,,1,1,1,114,17.5,13.5,31,83,13.5,,,8,,,69,50,,,,,127.5,,,,,,,,
,59.5,,30,,17.5,,,,,,,57,R2,66,,174,,,,,,,,,2,1,1,127.5,17.5,3,31,83,3,,,7.5,,,,,,,,,130.5,,,,,,,,
,59.5,,30,,17.5,,,,,,,45,R3,78,,106,,,,,,,,,3,1,1,130.5,17.5,21.5,31,83,21.5,,,7,,,,,,,,,152,,,,,,,,
,59.5,,30,,17.5,,,,,,,56,R4,56.5,,118,,76,,,,,,,4,1,1,152,17.5,7.5,31,83,7.5,,,6.5,,,50,,,,,,159.5,,,,,,,,
,59.5,,30,,17.5,,,,,,,1.5,R5,,,,,,,,,,,,5,1,1,159.5,17.5,8,31,83,8,,,5,,,,,,,,,167.5,,,,,,,,
,59.5,,30,,17.5,,,,,,,1,R6,,,,,,,,,,,,6,1,1,167.5,17.5,31,31,83,31,,,5,,,,,,,,,198.5,,,,,,,,
,59.5,,30,,17.5,,,,,,,40,R7,56,,96,,,,,,,,,7,1,1,172,17.5,4.5,31,83,4.5,,,6,,,,,,,,,176.5,,,,,,,,
,59.5,,30,,,,,,,,,88.5,R8,56.5,,112,,164,,112,,,,,8,0,1,114,30,13,31,13,,,,9,,,68.5,59,,,,,127,,,,,,,,
,59.5,,30,,,,,,,,,79,R9,58,,114,,150,,174,,,,,9,0,1,127,30,13,31,13,,,,10.5,,,64,68.5,,,,,140,,,,,,,,
,59.5,,30,,,,,,,,,6,R10,71,,178,,,,,,,,,10,0,1,140,30,55,31,55,,,,6,,,,,,,,,195,,,,,,,,
,59.5,,30,,,,,,,,,53,R11,52,,80,,116,,,,,,,11,0,1,195,30,0,31,0,,,,6.5,,,58,,,,,,195,,,,,,,,
,59.5,,30,,11,,,,,,,49,R12,64,,138,,82,,48,,,,,12,1,12,207,11,5,31,12,5,,,6,,,48,39,,,,,212,,,,,,,,
,59.5,,30,,13.5,,,,,,,49,R13,68,,170,,,,,,,,,13,1,12,212,13.5,4.5,31,56,4.5,,,8,,,,,,,,,216.5,,,,,,,,
,59.5,,30,,,,,,,,,48.5,R14,50,,80,,,,,,,,,14,0,1,263,30,-12,31,-12,,,,6.5,,,,,,,,,251,,,,,,,,
,59.5,,30,,,,,,,,,30.5,R15,56,,112,,120,,134,,,,,15,0,1,251,30,0,31,0,,,,8.5,,,59.5,60,,,,,251,,,,,,,,
,59.5,,30,,,,,,,,,44.5,R16,61.5,,124,,164,,198,,,,,16,0,1,251,30,34.5,31,34.5,,,,9,,,68,71,,,,,285.5,,,,,,,,
,59.5,,30,,21.5,,18,,,,,71.5,R17,61,,118,,188,,78,,162,,,17,2,17,287.5,18,5,31,0,2,5,,11,,,73,54,67,62.5,136,,292.5,,,,,,,,
,59.5,,30,,,,,,,,,89,R18,64,,142,,194,,170,,164,,,18,0,1,285.5,30,32,31,32,,,,10.5,,,70,65.5,60,59.5,120,,317.5,,,,,,,,
,59.5,,30,,34,,,,,,,72,R19,62,,132,,116,,216,,140,,,19,1,19,285.5,34,12,31,0,12,,,9,,,57,74,65,,,,297.5,,,,,,,,
,59.5,,30,,34,,16,,,,,80,R20,66,,172,,136,,,,,,,20,2,19,310.5,16,5,31,0,13,5,,12,,,61,,,,,,315.5,,,,,,,,
,59.5,,30,,34,,,,,,,49,R21,66,,152,,120,,,,,,,21,1,19,310.5,34,10,31,0,10,,,8.5,,,55.5,,,,,,320.5,,,,,,,,
,59.5,,30,,64,,,,,,,82.5,R22,73,,202,,208,,170,,,,,22,1,19,320.5,64,5,31,0,5,,,10.5,,,75,65,,,,,325.5,,,,,,,,
,59.5,,30,,64,,28.5,,,,,128,R23,74,,200,,198,,108,,,,,23,2,23,337.5,28.5,4,31,0,12,4,,18,,,73,72.5,,,,,341.5,,,,,,,,
,59.5,,30,,64,,28.5,,,,,56,R24,62,,140,,162,,,,,,,24,2,23,341.5,28.5,0,31,0,12,0,,8.5,,,63,,,,,,341.5,,,,,,,,
,59.5,,34,,48,,,,,,,19,R25,68,,162,,,,,,,,,25,1,25,97,48,35,31,66,35,,,11,,,,,,,,,132,,,,,,,,
,59.5,,34,,48,,,,,,,54,R26,,,,,,,,,,,,26,1,25,132,48,29,31,66,29,,,5,,,,,,,,,161,,,,,,,,
,59.5,,34,,48,,,,,,,22,R27,64,,170,,,,,,,,,27,1,25,161,48,15,31,66,15,,,6,,,,,,,,,176,,,,,,,,
,59.5,,34,,48,,,,,,,110,R28,69,,162,,134,,136,,126,,,28,1,25,176,48,25,31,66,25,,,10,,,60,61.5,58.5,,,,201,,,,,,,,
,59.5,,34,,48,,30,,13,,,82,R29,70,,172,,136,,,,,,,29,3,29,211.5,13,18.5,31,66,25,10.5,18.5,8.5,,,62.5,,,,,,230,,,,,,,,
,59.5,,34,,48,,11,,,,,82,R30,64.5,,154,,,,,,,,,30,2,30,211.5,11,7.5,31,66,0,7.5,,8.5,,,,,,,,,219,,,,,,,,
,59.5,,34,,,,,,,,,79.5,R31,55.5,,98,,124,,118,,,,,31,0,25,97,34,29,31,29,,,,7.5,,,61,60,,,,,126,,,,,,,,
,59.5,,34,,,,,,,,,100.5,R32,63,,138,,,,,,,,,32,0,25,126,34,22,31,22,,,,8.5,,,,,,,,,148,,,,,,,,
,59.5,,34,,31.5,,,,,,,26,R33,62,,128,,142,,,,,,,33,1,33,220,31.5,12,31,72,12,,,7,,,63,,,,,,232,,,,,,,,
,59.5,,34,,31.5,,,,,,,1.5,R34,66,,146,,,,,,,,,34,1,33,232,31.5,36,31,72,36,,,9,,,,,,,,,268,,,,,,,,
,59.5,,34,,31.5,,,,,,,2,R35,65,,146,,,,,,,,,35,1,33,268,31.5,16,31,72,16,,,17,,,,,,,,,284,,,,,,,,
,59.5,,34,,31.5,,,,,,,78,R36,66.5,,162,,66,,180,,164,,66,36,1,33,284,31.5,11,31,72,11,,,13.5,,,44.5,70,65,64,146,110,295,,,,,,,,
,59.5,,34,,31.5,,,,,,,45,R37,62,,174,,130,,168,,,,,37,1,33,295,31.5,6.5,31,72,6.5,,,19,,,62.5,67,,,,,301.5,,,,,,,,
,59.5,,34,,31.5,,,,,,,78,R38,62,,136,,142,,,,,,,38,1,33,301.5,31.5,-46.5,31,72,-46.5,,,11,,,64,,,,,,255,,,,,,,,
,59.5,,34,,65,,,,,,,117,R39,72,,142,,,,,,,,,39,1,33,220,65,6,31,0,6,,,10.5,,,,,,,,,226,,,,,,,,
,59.5,,34,,65,,,,,,,90,R40,72,,206,,130,,120,,,,,40,1,33,226,65,94.5,31,0,94.5,,,16,,,65,62,,,,,320.5,,,,,,,,
,59.5,,34,,65,,,,,,,56.5,R41,60,,126,,,,,,,,,41,1,33,320.5,65,9.5,31,0,9.5,,,8,,,,,,,,,330,,,,,,,,
,59.5,,34,,25,,,,,,,66,R42,61,,178,,166,,,,,,,42,1,33,282,25,15,31,62,15,,,8.5,,,68,,,,,,297,,,,,,,,
,59.5,,34,,45,,,,,,,52.5,R43,,,,,,,,,,,,43,1,33,297,45,1,31,62,1,,,7.5,,,,,,,,,298,,,,,,,,
,59.5,,34,,,,,,,,,46,R44,72,,204,,202,,,,,,,44,0,25,354,34,3,31,3,,,,5,,,69,,,,,,357,,,,,,,,
,59.5,,34,,,,,,,,,82,R45,66.5,,170,,144,,96,,150,,58.5,45,0,25,357,34,0,31,0,,,,7,,,64,55,64,60,128,114,357,,,,,,,,
,59.5,,34,,10,,,,,,,66,R46,65,,170,,155,,164,,,,,46,1,46,360,10,6,31,3,6,,,8.5,,,67,68.5,,,,,366,,,,,,,,
,59.5,,34,,29,,17.5,,,,,62,R47,62,,178,,130,,146,,98,,,47,2,47,307,17.5,12.5,31,-53,3.5,12.5,,7,,,61.5,65,55,,,,319.5,,,,,,,,
,59.5,,34,,29,,17.5,,,,,46,R48,67,,154,,88,,164,,86,,,48,2,47,319.5,17.5,-1.5,31,-53,3.5,-1.5,,6,,,49,65,52,50,86,,318,,,,,,,,
,59.5,,33,,53,,,,,,,42.5,R49,69,,188,,120,,128,,,,,49,1,49,359,53,68,31,52,68,,,6.5,,,53,58.5,,,,,427,,,,,,,,
,59.5,,33,,53,,,,,,,43,R50,57,,106,,92,,,,,,,50,1,49,427,53,11,31,52,11,,,7,,,56,,,,,,438,,,,,,,,
,59.5,,33,,53,,,,,,,84.5,R51,,,,,,,,,,,,51,1,49,438,53,33,31,52,33,,,8,,,,,,,,,471,,,,,,,,
,59.5,,33,,53,,,,,,,49,R52,70.5,,184,,170,,,,,,,52,1,49,471,53,30,31,52,30,,,7,,,66.5,,,,,,501,,,,,,,,
,59.5,,33,,53,,,,,,,77,R53,69,,172,,148,,180,,154,,,53,1,49,501,53,44,31,52,44,,,10,,,64,70.5,65,,,,545,,,,,,,,
,59.5,,33,,53,,,,,,,101,R54,75,,232,,142,,222,,160,,,54,1,49,545,53,8.5,31,52,8.5,,,10,,,64,73,63,63.5,138,,553.5,,,,,,,,
,59.5,,33,,53,,,,,,,50,R55,70,,182,,204,,,,,,,55,1,49,553.5,53,0,31,52,0,,,7,,,72,,,,,,553.5,,,,,,,,
,59.5,,33,,53,,17.5,,,,,44,R56,64,,134,,156,,,,,,,56,2,56,553.5,17.5,11,31,52,0,11,,8,,,66,,,,,,564.5,,,,,,,,
,59.5,,33,,47,,,,,,,4.5,R57,72,,194,,,,,,,,,57,1,57,439,47,53,31,80,53,,,7,,,,,,,,,492,,,,,,,,
,59.5,,33,,47,,13,,,,,49,R58,71,,196,,122,,,,,,,58,2,58,520,13,1,31,80,28,1,,6,,,62,,,,,,521,,,,,,,,
,59.5,,33,,47,,,,,,,63,R59,62.5,,130,,106,,,,,,,59,1,57,520,47,-2,31,80,-2,,,7,,,57,,,,,,518,,,,,,,,
,59.5,,33,,13,,,,,,,76,R60,74,,204,,,,,,,,,60,1,57,442,13,5,31,3,5,,,7,,,,,,,,,447,,,,,,,,
,59.5,,33,,13,,,,,,,83,R61,69,,168,,218,,120,,,,,61,1,57,447,13,34,31,3,34,,,8,,,71.5,58.5,,,,,481,,,,,,,,
,59.5,,33,,13,,,,,,,22.5,R62,62,,128,,,,,,,,,62,1,57,481,13,2,31,3,2,,,4.5,,,,,,,,,483,,,,,,,,
,59.5,,33,,,,,,,,,27.5,R63,62,,142,,120,,,,,,,63,0,49,442,33,64,31,64,,,,5,,,57.5,,,,,,506,,,,,,,,
,59.5,,33,,,,,,,,,104,R64,78,,250,,132,,160,,148,,,64,0,49,506,33,0,31,0,,,,10.5,,,62,66,65,,,,506,,,,,,,,
,59.5,,33,,18,,,,,,,24,R65,56,,112,,176,,,,,,,65,1,65,522.5,18,14,31,16.5,14,,,6,,,68,,,,,,536.5,,,,,,,,
,59.5,,33,,18,,,,,,,62,R66,69,,176,,184,,172,,,,,66,1,65,14,18,24,31,16.5,24,,,9,,,68,67,,,,,38,,,,,,,,
,59.5,,33,,,,,,,,,37,R67,65.5,,162,,138,,,,,,,67,0,49,506,33,0,31,0,,,,6,,,63,,,,,,506,,,,,,,,
,59.5,,33,,,,,,,,,32,R68,59,,114,,98,,,,,,,68,0,49,506,33,20,31,20,,,,5.5,,,53,,,,,,526,,,,,,,,
,59.5,,33,,12,,,,,,,70,R69,66,,156,,140,,176,,138,,,69,1,69,535,12,4.5,31,9,4.5,,,8,,,61.5,68,62.5,,,,539.5,,,,,,,,
,59.5,,33,,,,,,,,,50,R70,60,,126,,128,,134,,124,,,70,0,49,535,33,40,31,40,,,,9,,,60,60.5,61.5,71,176,,575,,,,,,,,
,59.5,,33,,,,,,,,,79,R71,68,,174,,120,,166,,,,,71,0,49,575,33,1.5,31,1.5,,,,11.5,,,67,64,,,,,576.5,,,,,,,,
,59.5,,33,,19,,,,,,,29,R72,60.5,,162,,138,,,,,,,72,1,72,585,19,8.5,31,10,8.5,,,7,,,62,,,,,,593.5,,,,,,,,
,59.5,,33,,,,,,,,,78,R73,61,,142,,92,,102,,,,,73,0,49,595,33,-52,31,-52,,,,6.5,,,52,55.5,,,,,543,,,,,,,,
,59.5,,33,,40,,,,,,,65,R74,66,,148,,160,,172,,,,,74,1,74,583,40,9,31,40,9,,,8,,,64,67,,,,,592,,,,,,,,
,59.5,,36,,,,,,,,,1,R75,62.5,,130,,,,,,,,,75,0,49,31,36,85,31,85,,,,6,,,,,,,,,116,,,,,,,,
,59.5,,36,,52,,,,,,,40,R76,65,,140,,98,,,,,,,76,1,76,174,52,6,31,58,6,,,7.5,,,56,,,,,,180,,,,,,,,
,59.5,,36,,52,,,,,,,99,R77,65,,156,,204,,134,,,,,77,1,76,180,52,9.5,31,58,9.5,,,12,,,73,60,,,,,189.5,,,,,,,,
,59.5,,36,,52,,,,,,,40,R78,53,,94,,124,,,,,,,78,1,76,189.5,52,29,31,58,29,,,7,,,63,,,,,,218.5,,,,,,,,
,59.5,,36,,52,,,,,,,40,R79,55,,94,,12,,140,,,,,79,1,76,218.5,52,52,31,58,52,,,7,,,60,61,,,,,270.5,,,,,,,,
,59.5,,36,,52,,,,,,,77,R80,68,,170,,108,,172,,168,,,80,1,76,270.5,52,7,31,58,7,,,10,,,55,70,67,,,,277.5,,,,,,,,
,59.5,,36,,11,,,,,,,51.5,R81,70,,172,,184,,,,,,,81,1,76,277.5,11,3,31,58,3,,,5.5,,,69.5,,,,,,280.5,,,,,,,,
,59.5,,36,,11,,,,,,,70.5,R82,59,,132,,166,,126,,156,,,82,1,76,280.5,11,40.5,31,58,40.5,,,12,,,69,60,61.5,,,,321,,,,,,,,
,59.5,,36,,11,,,,,,,78,R83,63,,134,,148,,,,,,,83,1,76,321,11,0,31,58,0,,,8.5,,,63,,,,,,321,,,,,,,,
,59.5,,36,,11,,,,,,,,R84,63,,150,,222,,,,,,,84,1,76,321,11,0,31,58,,,,,,,77,,,,,,321,,,,,,,,
,59.5,,36,,11,,,,,,,139,R85,62,,138,,190,,162,,,,,85,1,76,321,11,8,31,58,8,,,16.5,,,71,68.5,,,,,329,,,,,,,,
,59.5,,36,,40,,,,,,,8,R86,58,,140,,,,,,,,,86,1,76,174,40,16,31,0,16,,,4.5,,,,,,,,,190,,,,,,,,
,59.5,,36,,40,,,,,,,1,R87,58.5,,132,,,,,,,,,87,1,76,190,40,43,31,0,43,,,7,,,,,,,,,233,,,,,,,,
,59.5,,36,,40,,8,,,,,29,R88,64.5,,162,,,,,,,,,88,2,88,229.5,8,4,31,0,-3.5,4,,5,,,,,,,,,233.5,,,,,,,,
,59.5,,36,,40,,,,,,,8.5,R89,,,,,,,,,,,,89,1,89,229.5,40,26,31,0,26,,,10,,,,,,,,,255.5,,,,,,,,
,59.5,,36,,40,,10,,,,,52,R90,60,,130,,,,,,,,,90,2,89,255.5,10,8,31,0,26,8,,6.5,,,,,,,,,263.5,,,,,,,,
,59.5,,36,,40,,,,,,,48,R91,64,,132,,,,,,,,,91,1,76,255.5,40,32,31,0,32,,,22,,,,,,,,,287.5,,,,,,,,
,59.5,,36,,40,,22,,,,,49,R92,,,,,,,,,,,,92,2,91,287.5,22,16,31,0,32,16,,8,,,,,,,,,303.5,,,,,,,,
,59.5,,36,,40,,22,,,,,49,R93,,,,,,,,,,,,93,2,91,303.5,22,26,31,0,32,26,,8,,,,,,,,,329.5,,,,,,,,
,59.5,,36,,40,,22,,,,,49,R94,69,,180,,,,,,,,,94,2,91,329.5,22,7,31,0,32,7,,10,,,,,,,,,336.5,,,,,,,,
,59.5,,36,,,,,,,,,31,R95,69.5,,172,,90,,,,,,,95,0,49,174,36,53,31,53,,,,6,,,52.5,,,,,,227,,,,,,,,
,59.5,,36,,5,,,,,,,26,R96,60,,128,,134,,136,,146,,,96,1,96,265,5,2,31,38,2,,,5.5,,,61.5,63.5,65,,,,267,,,,,,,,
,59.5,,36,,,,,,,,,58,R97,,,,,,,,,,,,97,0,49,265,36,10,31,10,,,,9,,,,,,,,,275,,,,,,,,
,59.5,,36,,,,,,,,,152,R98,60,,130,,66,,,,,,,98,0,49,275,36,15.5,31,15.5,,,,15,,,49,,,,,,290.5,,,,,,,,
,59.5,,36,,38,,,,,,,20,R99,71,,204,,,,,,,,,99,1,99,290.5,38,73,31,15.5,73,,,8,,,,,,,,,363.5,,,,,,,,
,59.5,,36,,38,,9,,,,,27,R100,63.5,,132,,,,,,,,,100,2,100,383.5,9,3,31,15.5,20,3,,8,,,,,,,,,386.5,,,,,,,,
,59.5,,36,,38,,,,,,,6,R101,72,,134,,,,,,,,,101,1,101,383.5,38,16.5,31,15.5,16.5,,,6,,,,,,,,,400,,,,,,,,
,59.5,,36,,38,,,,,,,15.5,R102,71.5,,132,,,,,,,,,102,1,101,400,38,3.5,31,15.5,3.5,,,8,,,,,,,,,403.5,,,,,,,,
,59.5,,36,,38,,,,,,,,R103,67,,164,,202,,160,,210,,,103,1,101,403.5,38,0,31,15.5,,,,,,,70.5,67.5,71,69,170,,403.5,,,,,,,,
,59.5,,36,,38,,,,,,,70,R104,65,,150,,136,,134,,,,,104,1,101,403.5,38,7,31,15.5,7,,,9,,,64,60.5,,,,,410.5,,,,,,,,
,59.5,,36,,12,,,,,,,48,R105,68,,162,,124,,,,,,,105,1,101,321.5,12,1,31,31,1,,,5.5,,,56.5,,,,,,322.5,,,,,,,,
,59.5,,36,,9,,,,,,,48,R106,61,,132,,128,,,,,,,106,1,101,321.5,9,6.5,31,0,6.5,,,6,,,59,,,,,,328,,,,,,,,
,59.5,,36,,,,,,,,,100,R107,70,,162,,162,,134,,146,,,107,0,49,321.5,36,22,31,22,,,,11,,,67,63.5,65,,,,343.5,,,,,,,,
,59.5,,36,,,,,,,,,56,R108,57,,118,,124,,166,,140,,66,108,0,49,343.5,36,19,31,19,,,,10,,,59,66.5,60.5,69,158,170,362.5,,,,,,,,
,59.5,,36,,39,,,,,,,45,R109,61.5,,120,,112,,,,,,,109,1,109,343.5,39,1.5,31,0,1.5,,,7,,,58,,,,,,345,,,,,,,,
,59.5,,36,,,,,,,,,58,R110,62.5,,140,,92,,168,,,,,110,0,49,343.5,36,-16,31,-16,,,,18,,,52.5,69,,,,,327.5,,,,,,,,
,59.5,,36,,18,,,,,,,30,R111,74,,226,,,,,,,,,111,1,111,327.5,18,58,31,-16,58,,,8,,,,,,,,,385.5,,,,,,,,
,59.5,,36,,18,,,,,,,54,R112,70,,196,,196,,202,,176,,,112,1,111,385.5,18,-3.5,31,-16,-3.5,,,11,,,72,74,70,,,,382,,,,,,,,
,59.5,,36,,18,,22,,,,,71,R113,66,,198,,166,,226,,202,,,113,1,113,382,22,28,31,-16,-3.5,28,,13,,,68,63.5,71,71.5,164,,410,,,,,,,,
,59.5,,36,,39,,29,,,,,125,R114,57.5,,142,,112,,190,,182,,,114,1,113,363.5,29,10,31,13,23,10,,22,,,64,70,72,75.5,242,,373.5,,,,,,,,
,59.5,,36,,,,,,,,,,R115,62,,148,,,,,,,,,115,0,49,106,36,0,31,,,,,,,,,,,,,,106,,,,,,,,
,Diam,,Diam,,Diam,,Diam,,Diam,,Diam,,N° ram,Long,,Poids,,Poids,,Poids,,Poids,,Diam,,Diam,,Diam,Numero SS_ch,Niveau,Long,Long,Long,Long,Long,Long,,Diam,Diam,Diam,Diam,Diam,Poids,Poids,Num_SC_mere,Point_insert,DIAM,long,long + Point_insert,Poids,,,
,69,,34,,,,,,,,,,R1,11,,160,,,,,,,,,,,,,1,0,34,48,,,,,,5,68.5,,,,,,1,34,34,48,82,,,,
